lyrics,mood
"No life before the leather, we're going to kick from the ass tonight We have the madness of the metal when our fans start yelling, it's true, okay, yeah When we start rocking, we never want to stop Breaking the lights Breaking the lights again We know that our fans are crazy, we're going to blow this place with higher volume than all today, the only way When we start rocking, we never want to stop Breaking the lights Breaking the lights with all our screams, we're going to tear your brain We have the deadly power, it's causing you soft pain, oh, sweet pain, yeah When we start rocking, we never want to stop Breaking the lights Breaking the lights Breaking the lights Break the lights Break the lights Break the lights",3
"Hear the sound of the rain falling Down like a plague of Armageddon (Hey!) Shame, those who die without a name Hear the dogs scream out of the key For a hymn called ""Faith and Misery"" One blead, the company lost the war today I beg to dream and to differ from hollow lies It's the dawn of the rest of our lives On holiday There's a drum beating out of time (Another protestant crossed the line (Hey!) To find the money on the other side Can I get another Amen (Amen) There's a flag wrapped around the score of men (Hey!) A gag, a plastic bag on a monument I beg to dream and to differ from hollow lies It's the dawn of the rest of our lives On holiday ""The California representative has our soil"" ""Zieg Heil"" to President Gasbag Bombs far from you It's the punishment of the Eiffel Tower that criticizes your government Bang Bang Bang is the broken glass Our lives are dead because lives are not dead because lives are dead because lives are dead",3
The road was completely ruined To work Everything inside it is so first note As I go into town in town Filling that no one cares is cherished watch out Nothing could start To put the action in my wife Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law Break the law,3
"When we were doing Linkin Park's first album, it was like, ""Yes, you know, I don't know about rapping like, I don't know... maybe you should just be a rock band."" You know what I mean, like, try to change us as they signed us as an act like what we sound and then it's like, ""Oh, I don't know maybe you should just play the keyboard"" Before the first song you heard me on there were people who were already trying to make me leave Tell me to quit the rapping ""Just play the keys"" that my band had a singer They didn't need me But my band had my back So we did the songs Put the album and the speech went flat It was funny at first but then the humor passed out When some magazines printed that our label made us pass to be true Some said that the ghost writers didn't need me All the songs we did So we had to do some stories That I did something else after I did something that I didn't do that I didn't do that.",3
"Not as if I had to count on no one since I see the lack of need for me to be here at all One more hymn to know all that I won't be standing for a long time I better learn to crawl In ten minutes I'm going to be lying flat on the floor As I have to defend my own innocence So what, I did, I admit, and I plead for the 5th more hymn to know all that I won't be standing for a long time I better learn to crawl In ten minutes I'm going to be lying flat on the floor 8 minutes to lose a little 5 minutes your description could start matching 3 to go and I forget all that I've never known I won't be standing for a long time I'd better learn to crawl Not as I have to depend on anyone since I can see the lack of need for me to be here at all One more hymn to know all that I won't be standing for a long time I'm going to learn to crawl Not as I need to depend on anyone sitting on the ground I can see nothing more here to know all that I's not standing for a long I'm going to learn to crawling",3
"I need someone, someone to talk to someone who would like to love. Is it you? The situation is getting rough, and I'm starting to panic It's not enough, it's just a habit and, kid, you're sick Well, honey, that's it Well, you can just kiss in the air Behind my back, I can see them staring They'll hurt me, but it won't hurt me, they'll do it all the time (yes, yes!) Yeah, they do it all the time (yes, yes!) They do it all the time (do it all the time!) They do it all the time (do it all the time!) They do it all the time, do it all the time, I hope you know it's going to hurt on your permanent record! Oh, yes?",3
"What I see is not what you get With you, there is no measure No way to say what is real about what is not there Your eyes they shine It's all turned into lies that fall like acid rain You washed the best of me You don't care You know you've been going to find someone to live In this world There's no light at the end of the tunnel Tonight Just a bridge that I have to burn You're wrong If you think you can walk through my door It's just for you to come back when I finally moved I've already left Sometimes broken Never opened Nothing has changed When you're broken It's me when I was with you Still finishing Forward and backward, down like a rollercoaster I break This habit Today You know that you didn't find anyone to not live in this world There's no light at the end of the tunnel Tonight Just a bridge that I have to burn You're wrong If you can just walk to my door You just come back",3
"I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did, I don't know what I did.",3
"I have lost all my friends. I have lost all my friends, I have lost all my friends, but I have recovered them. I am on the treatment. At least now I can say that I am trying. And I hope you will forget things that I am still missing. Yes. Yes. Is it in you now, To hear hardly the truth that you have spoken? Twisted by knaves, To make a trap for fools. Is it in you now, To look at the things that you have given your life to break? And put them in place with warning tools. Yes. Yes. Yes, yeah. (Oh.) Yes. Nothing gets so bad, Your father's murmuring couldn't fix it. Your murmuring is like a bridge, it's a stretch of river. Take all that you have, and turn it into something that you have disappeared.",3
Living and dying by laughing and crying Once you've seen it you'll never be the same Life in the fast way is just how it looks hard and it's heavy dirty and mean Motorbreath Son how I live my life I can't take anything else Motorbreath The sign of living fast It's going to take your breath away Don't stop for nothing its full speed or nothing I take away nothing that's in my way You know anything that's in my way Getting your kicks as you take the line Send the chills up and down your spine Motorbreath Son how I live my life I can't take any other way Motorbreath The sign of living fast It's going to take your breath away Those people who tell you not to take the chances They're all missing on what life is You live only once so get the chance Don't finish the same song and dance Motorbreath Son how I live my life I can't take another way Motorbreath The sign of living fast It's going to take your breath away,3
"I think I'm a fortune teller that I've read your face like a letter The funny thing about always Does it come with a side of never I can't buy in what you're selling And not that I don't want it to Believe me I love closing my eyes, you don't like walking But you've made a bad decision and I know, I know, I know, I know that you won't let me down when it counts, you're just gonna turn off When I burn, you'll burn me You're just gonna make me feel crazy But when I think we could be something You're going to go and let me down, oh I'm too smart to let you in But I'm just dumb enough to stay I want to think you'll be nothing more than Smoking mirrors so smart I'm going to take it and things are going to go so bad So what you say I'm not going to die I'm going to die now See that you're just trying to let me down when you need me",3
I'm going to put everything behind me As nothing has happened between us Nothing has ever happened between you and me Yes Nothing has ever happened And if you see me walking on the street I won't even recognize you I won't even erase you from my memory Putting everything behind me Because you're erased Everything is erased You'll be sitting on someone else's couch You'll eat from a stranger's plate Everything will get wiped out like a new start Like a new pair of fresh and clean slate Well I'll remember again All the anger and blame People in glass houses shouldn't throw these stones But something just flew through my window My my (oh mom made it touch you well) I'll be in a new pair of running shoes And you'll walk on another street In a new costume and a new clean shirt Makin' phone calls Keep in time with someone else with someone else's feet,3
"The battery can't kill the battery The battery can't kill the battery The battery can't kill the family The battery can't kill the family The battery can't kill the battery The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the battery in me The battery, the battery destruction circle, Hammer comes to crush the power plant The battery can't kill the family The battery can't kill the battery can't kill the family The battery can't kill the battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery can't kill the family The battery is in me The battery, battery, battery, battery can't kill the battery",3
"You don't have the answers, but you always blame me. It's only in your favor in animosity. You decide it's up to you, do what you will be. After all that you seem to be that makes no sense to me. Don't point your finger at me It's all your destiny. You think it's such a quick game to point fault and now the tables have turned.",3
"It may be something I can't admit but lately I feel like I don't give a shit. Motivation such a worsening, the Prosecutions don't know how to take them. Inspiration becomes difficult to simulate. Concentration is never hard to stop. The situation is never what you want it to be. What is the purpose of never making mistakes? Self-indulgence is such a habit that it's difficult to brake. It's just a waste of time at the end. I don't care why I should even pretend. Motivation such a worsening, the Prosecutions don't know how to take them. Inspiration becomes difficult to simulate. Concentration is never hard to defeat.",3
"""A man of another man of another man of another man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a",3
"I need a shitty thing, I'm so happy to spend this time together that I'm not as crazy as you, I'm the American dream that I'm the definition of the white trash that I'm just back on them with the thing that you're not fucking?",3
"Sometimes, you feel tired, weak When you feel weak, you feel like you just want to give up But you have to look inside you, try to find that inner strength, and just pull that shit out of you, and get that motivation not to give up And not be a coward no matter how much you just want to fall flat on your face. Until I collapse Im down in these raps as long as you feel you're in it Until the day I drop you'll never say that I don't kill em Cuz when I'm not, so Ima stop pinning them and I'm not hip-hop and I'm not just Eminem Subliminal thoughts, when Ima stops sending em, women are caught in canvases, spin em and hoc venin Adrenaline shots of penicillin couldn't get the stupid to stop, amoxailins don't know too much to eat The cop kill hip-hop villiana Minimal swaps with millions of hearers Pac, you feel like you're not going to take it away from me, or you're not just gonna to have it like I'm afraid I don't want to let go away",3
"I may have my vacation, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be mine, you could be my, you could be my, you could be vacation, you could be my, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you are vacation, you could be vacation, you could be vacation, you could be vacation, you could be vacation, you are vacation, you are vacation, you could be vacation, you are vacation, you are vacation, you are vacation",3
"If you could only read my mind You would know that things between us are not well I know that your arms are open but you are a little on the right side I can't lie Your one vice is you are too nice Come now Don't see that I want you to be tattooed I want you to be bad Completely I want you to be bad bad bad bad bad bad... If you could only read my mind You would know that I'm waiting so long For someone almost just like you But with the attitude, I'm waiting So, get out of the clothes hour Expand those strong moments Come now don't see that I want you in a vinyl suit I want you to be bad Complicated X-Rated I want you to be bad bad bad bad bad bad... Don't hurt me I know you're just good But that's what's wrong I guess I just misunderstand you I want you all tattooed I want you to be bad Complicated X-Rated I want you to be bad I want you to be bad I want you to be bad I want you to be bad I want you to be bad I want you to be bad I want you to be bad you to be bad",3
"The prophets of God have left you in peace A zombie of Jesus mad by his belief Is that all you know and all that you take when you go You are one with the rich and you do not take from poor Nailed to the cross by your hands and feet Your washed religion is now worthless and weak The tenacious conviction has taken with your soul There is no room for mercy in the myths of your Lord Little lamb of sacrifice, full of biblical hymns Standing in the house of God, of his suffering Pray the son will come and call just to kill us Bring yourself at the end of times or life if you dare to wipe masses just for shit and a grin Has all the illusion of the fate that you are in the religious conflict weakened your control In his resurrection, is God the sacrifice, in the house to bless the times Crucify to death just to die him?",3
"She says, I have something to say She knows what she says well changes everything she has spent many sleepless nights She cries, she cries, she cries Mom that the man took my soul Father how could he treat me like that Brother doesn't let him do this again This time it's over I'm going to finish now it's over and the old man is lying on the ball on the ground in her head She stood at the foot of the guilty bed last night She held what she said for the rest of her life She did everything that she said she was going to do She's finished, she's finished, yes Mother this man took away my soul Father how could he treat me like that Brother didn't do it this time This time it's over I'm going to finish it Now it's over and the old man is lying on the ball on the ground in his head There's a bullet in your head that I was falling without stopping, I didn't stop crying, I'm still going to fall, I'm still going to fall, I'm still going to fall, I'm going to fall, I'm still going to fall",3
"If you can take a minute of your life when you sense the danger of lightning, but it is your moment and you know that you will possess it. Glorified in grace by your victory when you have finished, you escape without memory the blindfolded eyes through this life as we learn and the bad pages make maths, you can laugh when I die if life is only a dream life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life life",3
"There's someone else who controls my death in the air, stuck in the electric chair It can't happen to me Who made you God to say ""He's going to take your life from you!"" Flash in front of my eyes Now his time to die Burn in my brain I can feel the flames Wait for the sign, To turn on the switch of death His beginning of the end Cry, cool cold, While I watch death unfold Consciousness my only friend My fingers cling to the fear What am I doing here? Flash in front of my eyes Now his time to die Burn in my brain I can feel the flames Someone help me Oh God help me They try to remove everything I don't want to die Time moving slowly, Minutes seem like the hours The last call of the curtain I see How true?",3
I was in georgy Nothing was so real As the street under my feet Descending in the air The cauldron was a-bubbling The flesh was thin And the women came forward As piranhas in a stream they spread before me A sweet offering And they waved and asked to eat Eat the summer cannibals Eat You eat the summer cannibals Eat Eat Eat They surrounded me Natives in a ring And I saw their souls wilt like snakes in the chains And they wrapped themselves around me Ummm What fun And they gratified their tales Sufficiently Sufficiently Eat the summer cannibals Eat You eat the summer cannibals Eat the cannibals Cannibals I said the boys ate my throat,3
"... and the road becomes my bride I have stripped of everything but the pride in it so I trust and she keeps me satisfied gives me everything I need... and with the dust in my throat I only need to know that I will save the game that you remain a wandering wandering nomadic slave calls me what you want but I will take my time anywhere free to speak anywhere my mind and I will redefine anywhere I wander where I wander my head is at home... and the earth becomes my throne I adapt to the unknown under wandering stars I have become myself but I ask no one... and my ties are cut off less I have the most I gain from the beaten path I run wandering wandering nomad calls me what you want but I will take my time wherever I am free to speak my mind anywhere and I will not take care of anywhere I go where I will be, where I go, wherever I go, wherever I am.",3
"You know I don't understand last year I wasn't anyone This year I sell records Now everyone wants to come as I owe something Heh, the shit you want from me, ten million dollars? Get out of here You see I'm just Marshall Mathers (Marshall Mathers) I'm just a regular guy, I don't know why all the stories about me (fusil on me) No one ever screwed up from here, all they did was doubt me (so me) Now everyone wants to run his mouth and try to shoot me (taking shots at me) Yo, you could see me jogging, you could see me walking with a dead rottweiler dog with his head chopped in the park with a prickly collar halleret him because the son of a bitch didn't move those two.",3
"Chains of desperation flouted by the darkness The thunderous echoes of the great destruction to come mysteries of humanity, the world dying Madness in its softest form, which roams and dies must face the storm The angelic sky bows to the ultimate and melancholy truth grandiose Anticipation begging by madness, condemned to the same horrific fate The insanity applauds, how vivid the awakening Pale as a disease... mocking... mad... abandons the ghost, stops the dark awakening",3
"You can push me but you can't win You can throw me down But I'm going to lift us up The more you say The more I challenge you So get out of my face You can't stop us You can't get us down Never give up We're going and on You'll never break us Never let us down We're alive! The wind blows I'll lean in the wind My anger grows I'll use it to win The more you say More I'll challenge you So get out of my way All my will All my strength Rip it out Recommence You can't stop us, you can't get us down Never let us go and on You'll never break us, we'll never get down We're alive All my strength Rip it out Start All my will All my strength Rip it out Recommence Can you leave everything behind?",3
There was Christ in the metal shell There was blood on the sidewalk The camera will make you God Until Jack becomes holy If you will die when there is no one watching And your notes fall and your forgotten If they kill you on their tv You are a martyr in the Lamb of God Nothing has changed anything has changed the world There was Lennon in the happy gun There were rudders on the sidewalk We were looking for the Lamb of God We were looking for our David If you will die when there is no one watching And your notes drop and your forgotten Did they kill you on their tv You are a martyr in the Lamb of God Nothing has changed the world Nothing has changed the world Nothing has changed the Gunna changes the world Nothing has changed the world Nothing has changed the world,3
"I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do, I don't know what to do.",3
If we could see tomorrow What is Ur plans No one can live in sadness Ask all the friends Ur Times that U has taken in stride They are back in demand I am the one who washes the blood from the hands Ur Don't cry tonight I still love U baby Don't cry U tonight Don't cry U tonight There's a paradise over U baby And don't cry U tonight I know what U wanted. They're not what U have. With all the people taklin It's driving crazy. If I was standing up U How U would feel knowing U love decided Oh Baby And don't cry U tonight Don't cry U tonight Don't cry U tonight There's a paradise over U baby And don't cry tonight I thought I could live in Ur world.,3
"I can prove anything, I will make you admit, again and again, I can prove anything, the way his writing, again and again, and I'm sorry because you came here with your brothers too, if your coming here on your own you would be dead, its only because you follow what the others do, it's not excused to say your easy conduct, you can choose anything, you can lose, again and again, you can do anything, why should you do, anything and I'm sorry because you came here with your brothers too, if your coming here on your own you would be dead, you would sleep slowly in your bed, you could try anything, and here we go with the letter, well you can fix it for me, because we need entertainment, to keep us all out of the street, so tonight you could sleep slowly in your bed, you could try anything, and no one could know, except you and me, you can stop everything you need, you can pass two.",3
"That's why they call me Slim Shady (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back (I'm back) I'm back one word at a time You've never heard of a spirit as perverse as mine You've got better, you have to get rid of this new stuff, it's not going to help what I'm going to do against a man who strangle himself?",3
"I lost sight of the whole goal Despite all the tricks you told me, I was such a good boy that I let you hold the door so nice, so nice, where is my price? (That's all there is) Oh yes yes yes? (That's all there has been) Ah, you have to joke. (The same for everyone) Oh yes. Yes yes. You would repeat it to me. Break it slowly, stay there. Oh I know I was an arrogant boy but I let you hold the door Oh I was nice.",3
"You don't leave me, I hurt my legs, I'm on fire, you don't get rid of me, you don't get rid of me, you don't get rid of me, I hurt your legs, I'm on fire, I hurt your legs of desire, I bind your legs of desire, I bind your legs against your chest, you don't want to never have met her, you don't want to never have met her, you don't want to never have met her, I beg you never to meet her, I don't beg you, my dear, I don't leave myself alone above everything.",3
On the tracks and on the race Now you're down Stupid shit you'd better run What the fuck doesn't play with my heart I said what the fuck doesn't play with my heart that I dream but dream alone By driving fast and driving slim Dream and dream you're home Living fast and living in sin What the fuck doesn't play with my heart I said what the fuck doesn't play with my heart Who am I You're all alone now you're all alone now you're all alone now you're all alone again I've said that you're a high girl you won't go down now don't take me now no no you're all alone again Down I leave you holding love and holding it in Feeling bad and watching thin Holding and holding in What the fuck doesn't play with my heart I said what the fuck doesn't play with my heart,3
Here I am I'm here Silent Bright and clear This is what I am I'm Dead Mother (x4) Death with violence Excitation Right here Death Go to Hell Here I'm right here Ow! No mas (x4) Death I'm going to hell Go to prison Back to this crime Here I take a chance Dead! Die!,3
"I know that I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like that, I'm a bit like a bit like that, I'm a bit like a bit like a bit like that, I' a bit like a bit like that, I' a bit like a bit like that, I' a bit like a bit like a bit like that, I' a bit like that, I' a bit like a bit like a bit like a bit like a bit like a bit like that, I' a bit like that, I' a bit like a bit like a bit like a bit like a bit like that, I' a bit like a bit like that, I' a bit like a bit like a bit like that, I' a bit like that, I' a bit like a bit like a bit like a bit like that, I' a bit like a bit like a little, I' a bit like a bit like a bit like a bit like a bit like a bit like a bit like a bit like a bit like a bit like a bit like a bit like, I', I' a bit like a bit like a bit like a bit like a bit like a bit like a bit",3
"You find me offensive, I find you offensive to find me offensive so if I have to draw any line if so, how much I'm going? because it's expensive to be on the other side of the defensive justice room they say that I cause you serious nerve damage to the brain when I go so far at the expense of others I say that you're too sensitive it's censorship and it's totally blasphemous to finish this shit now because I won't be for that and Christopher Reeves doesn't sit down for that or that, and it's clear that I don't have any problem with him or me he was just like a hero, I even think I had one of those 25 cent stickers on my refrigerator right next to Darth Vader and Darth doesn't have a name that I didn't get that name that I didn't have a death now I don't know how I stuck him between him and Lex Luther that I killed Superman...",3
"Thunder and lightning, the gods revenge Destroy without reason The victims of fury are cowards now Run for safety Sow the prostitute to pay her sins Let the virgin Suicide run as if it were free To tear and tear Oh through the mist and madness We try to get the message to you Metal Militia Metal Militia Chained and shadowed to be left behind Nine thousand metallic militiamen for your sacrifice Metal Militia We are also one that we are all the same fight for one cause Leather and metal are our uniforms Protect what we join together to take the world With our heavy metal Scatter the message to everyone here Come and let you go Oh through the mist and madness We try to get the message to you Metal Militia Metallic Militia",3
"I address this letter to my dear Father I know that you were completely unknown I suppose it's better, you don't bother All our truths should be left alone (be left alone) (be left alone) I learned the things you never showed me I took the chances that you never blew up And until now The only and unique You remain a complete stranger (unknown complete) (unknown complete) You are there somewhere where I don't know if you care at all It seems that you never came It's like you're still a complete stranger So you never know if the day you've ever come So you're a complete stranger You're here somewhere I don't know if you care about everything",3
"You're the infection of my friend Tasting right at the end I didn't know then? I knew it, I knew it You're basic, but difficult to define Simple but somewhat sublime You'd hit again I knew it, I knew you're all that's wrong With your stupid song And yet that's all you'll never be anything that you can do 'because that's all you'll never be polite, you'll shine when it shines But rotten and seeing inside Everyone falls for that I knew it, I knew that you're all that's wrong With your stupid song And yet that's all you'll never be anything that you can't do 'because that's all you'll be That's all you'll be That's all you'll ever be That you'll never be, never, ever, that you'll want to be god All you'll be, done to hold the throwing son, break it, on your grave",3
"I don't need a new place to feed Gotta Be Stop everything, something isn't just Planets are more aligned than I know when I felt that before My evil thirsts more I need a new ally to feed What can I do? I have an idea I'm just going to become a priest Disappoint them with my belief I'm going to preach about what life is worth and cover my sins with their shirts My demons can run free No one will suspect something I'm going to show them his ok to covet A priest in a church You may think I've found a new ally to feed Baptized by imperfections Something's wrong Not all planets are aligned with him I know when I felt that My evil thirsts for more I need a new ally to feed What can I do? I think I'm going to become a priest Decie with my belief I'm going to preach about what I forgot to eat",3
"You think I don't know anything about the modern world All my life was the same as I learned to live through hatred and pain It's my inspiration engine that I learned more than you'll ever know Even at school, I felt quite sure that one day I'd be above and I'd look down on the map Teachers who said I wouldn't be anything It's the modern world that I learned about this is the modern world, we don't need anyone to tell us what's right or wrong Say what you like because I don't care where I am and go too It's somewhere I don't plan to explain to you I don't give two fucks about your criticism",3
"What should I tell you how love has caused me pain... Death has killed me, life has teased me. What should I tell you how love has caused me pain... what should I tell you how love has caused me pain... what has love made me pain... what has love made me pain... what has love brought me pain... what has love brought me red eyes, what has love caused me pain... what has love caused me pain... O Grave, tell your soil that there should be no stain on the shroud. Today, I changed my clothes, today I bathed myself... what has love made me pain... what should I tell you how love has caused me pain...",3
"I took my lover to the sea He dredged her a precious fiancée so that she bleeds the sky from the beginning Woe is torn. Hey you're honest, aren't you? Show me the torn rapture Everyone is overwhelmed with disease But I bet you say, ""not me"" If honest, isn't it? You're so honest, aren't you? My, isn't it certainly the best of the brigade? My, isn't it always just a portrait of dignity? My, is it not Innocent and never suspicious Mon, is it? Wait You feel like sh, not the truth Full of apparatus, not the devotion Consciousness came to you and then you threw it You're the defilement of the earth You're the defilement of the ocean For you, it's like below You rub your filth through the world You rub your filth across the world.",3
"I'm going to work like a doctor when I make the microphone you have to love the way I do this, I'm doing miracles just from rappins I'm so lyricly powerful and I'm making rapin and explosory On stage, I have the potential to make you go and cool I have the identity letters I chose to make a rhyme and cool You know I'm going to make a mill couple As I build a guild for all rappers and skills And kill weak rappers and no chills Hang 'em an ephigy if it's a Hang 'em sucker left of me because my right hand man is my microphone and microphone I have And my game plan is to stay at a regular pace",3
"If you had one chance to grab everything you wanted... one moment, would you catch him or let him go? His hands are sweating weak arms are heavy He vomits on his sweater already his mom's spaghetti He's nervous but on the surface he looks calm and ready to drop bombs' but he keeps forgetting What he wrote everyone is going so hard He opens his mouth' but the words are going to eclipse He's shocking how everyone is jokin now The clock is exhausting 'bolah 'good return to reality' Oh it's going to gravity Oh 'he's going to choke He's so crazy' but he's not going to give up that he's him? No He's not going to have his chance again not to lose his whole life",3
"I guess that means you're sorry You're standing at my door Guess that means you're taking back everything you said before Like how much you wanted anyone but me I told you never to come back But here you're still because we belong together now forever united here One way or another You have a part of me And honestly, My life would be terrible without you Maybe I was stupid for saying goodbye Maybe I was wrong for trying to choose a fight I know I have problems But you also have problems Anyway, I found that I'm nothing without you Because we belong together now forever united here One way or another You have one part of me And honestly, My life would be zero without you Because we belong together One way or another You have one part of me And you have one way or another You have one part of me And honestly, My life would be zero without you",3
"Crawl of the wreck once again The horrible memory twists the spirit Dark, robust, cold and difficult to turn Way of destruction, feel it burn Dead life Incarnation Dead life Infamy hallucination heresy Always you run, what to come? What is it today? Because we pursue you ruthlessly Hunt all nightmares We feel breathing on your face We feel changed, every movement we continue to hunt all nightmares for a long time, yeah Luck. Run. I go back but your chance runs out Luck. Runs. Out. The light that is not the light is there To drive you out of your own fear You hide, you hide, but we will find you Release your crypt without a healthy life Immolation Always life Infamy hallucination heresy You always run, what is coming? What is it today?",3
